1,0.00,0.31,0.00,0.00,0.00,0.00,Taxon
4280,0.23,0.28,0.00,1.00,0.01,0.00,Taxon
5898,0.23,0.28,0.00,1.00,0.01,0.00,Taxon
6457,0.23,0.28,0.00,1.00,0.01,0.00,Taxon
12452,0.23,0.28,0.00,1.00,0.01,0.00,Taxon
13117,0.23,0.28,0.00,1.00,0.01,0.00,Taxon
14044,0.23,0.28,0.00,1.00,0.01,0.00,Taxon
16597,0.23,0.28,0.00,1.00,0.01,0.00,Taxon
18345,0.15,0.13,0.00,0.25,0.01,0.00,genetic
612017,1.36,0.00,0.00,0.00,0.00,0.00,genetic
20150806,0.12,0.00,0.11,0.00,0.06,0.00,Taxon
1_s2,0.46,0.00,0.02,0.00,0.00,0.01,Taxon
103Sp11_plant_database_template,1.42,0.00,0.00,0.00,0.03,0.04,genetic
1257570s1,0.49,0.00,0.00,0.00,0.03,0.01,Taxon
13148_2017_344_MOESM8_ESM,0.00,0.11,0.00,0.00,0.00,0.00,genetic
1471_2105_10_s11_s8_s2,0.00,0.00,0.00,0.00,0.02,0.00,Occurrence
1471_2148_11_342_s1,1.36,0.00,0.00,0.00,0.00,0.00,genetic
1471_2148_5_66_S3,0.10,0.00,0.00,0.00,0.00,0.00,genetic
1471_2148_9_145_S5,1.00,0.00,0.00,0.00,0.46,0.00,Taxon
1471_2164_15_s12_s11_s1,0.11,0.06,0.00,0.00,0.00,0.02,Taxon
1471_2229_11_33_s6,1.24,0.00,0.00,0.00,0.00,0.00,genetic
1745_6150_6_65_s8,0.02,0.00,0.00,0.00,0.00,0.00,genetic
1750_0680_5_7_s1,0.00,0.00,0.00,0.00,0.31,0.11,Occurrence
183426Supplemental_Tables_S7_to_S10,0.00,0.00,0.00,0.00,1.21,0.03,genetic
1950_Antarctic_20Sponges_205,0.08,0.04,0.00,0.42,0.06,1.00,genetic
1988_1991_20NJDEP_20Survey,0.02,0.00,0.00,1.02,0.49,0.00,Occurrence
2001_052,0.00,0.00,0.00,0.00,0.01,0.00,spMonit
2004cumulative_list2,1.36,0.00,0.00,0.00,0.06,0.00,Taxon
2006_154,0.00,0.00,0.00,0.25,0.00,0.00,spMonit
2007_05_31_sleep2_database_from_bu,0.00,0.00,0.00,0.00,0.25,0.00,genetic
2007rptSpecies,0.37,0.00,0.00,0.00,0.00,0.00,genetic
2008_TaxonList,0.10,0.00,0.00,0.00,0.00,0.00,genetic
2009_russell_et_al_supplementary2,1.49,0.00,0.00,0.00,0.00,0.00,Taxon
2009_TaxonList,0.10,0.00,0.00,0.00,0.00,0.00,genetic
2010_03_24_OrganismLU,0.32,0.00,0.00,0.25,0.00,0.00,genetic
2011_Athens_East_Coast_Feb_9th,0.31,0.00,0.00,0.00,0.00,0.00,genetic
2012_20EwN_20Why_20is_20biodiversity_20important,0.00,0.00,0.00,0.00,1.36,0.06,Occurrence
2012_Rare_Vascular_Plant_List,0.36,1.00,0.00,0.00,0.00,0.00,Taxon
201213all,0.00,0.00,0.00,0.00,0.01,0.00,genetic
20160929_Sierra,1.42,0.00,0.00,0.00,0.00,0.00,genetic
2043_9113_2_4_s4,0.49,0.00,0.00,0.00,0.00,0.00,Taxon
205815Supplemental_Data_Set_S4,1.00,0.17,0.00,0.00,0.00,0.00,genetic
228080revSupp_Tab_S2_proof,1.00,0.00,0.00,0.00,0.06,0.00,genetic
239_2011_9441_MOESM6_ESM,0.25,1.00,0.00,0.00,0.00,0.00,Taxon
268_worldmapper_data,0.00,0.25,0.00,0.00,0.11,0.00,genetic
2emn_2005_tab6_system_summ,0.45,0.04,0.01,0.00,0.00,0.00,Taxon
3_Taxon_Report_Sample,0.02,0.01,0.00,0.00,1.42,0.00,Occurrence
3060aqinvadult,0.18,0.00,0.00,0.00,1.25,0.12,Occurrence
41598_2017_1309_MOESM2_ESM,0.00,0.00,0.00,0.00,0.01,0.00,genetic
5CExcelLookUps_5COrganismLookUp_Algae03102012005025,0.55,0.00,0.00,1.00,0.00,0.00,Taxon
7427Table4,1.25,0.00,0.00,0.00,0.00,0.00,genetic
7a,0.01,1.01,0.00,0.00,0.00,0.03,genetic
7mile99RQ,1.54,0.00,0.00,0.00,0.01,0.00,Taxon
927_Macrofauna,1.36,0.00,0.00,0.00,0.00,0.00,Taxon
9emn_2012_tab,0.45,0.04,0.01,0.00,0.00,0.00,Taxon
A1,1.49,0.02,0.00,0.00,0.02,0.00,Taxon
aberjona,0.20,0.00,0.00,0.11,0.00,0.00,Taxon
ABG_Recording_Form,0.25,0.00,0.00,0.00,0.19,0.00,genetic
ADAPT_DB,0.09,0.00,0.00,0.00,0.00,0.00,genetic
AddDataFile3,0.07,0.00,0.00,0.00,0.00,0.00,Taxon
additional,0.00,0.00,0.00,0.00,0.00,0.25,genetic
Affinity_Data_Sets,0.00,1.00,0.00,0.00,0.00,0.00,genetic
AFTOLSBD_MOTILECELL_TEMPLATE,1.28,0.07,0.00,0.00,0.00,0.00,Taxon
AFTOLSBD_NUCDIV_TEMPLATE,1.29,0.07,0.00,0.00,0.00,0.00,Taxon
ALA_multimedia_template,0.06,0.04,0.00,0.00,0.05,0.01,Taxon
ALA_occurrence_data_template_high_quality,0.05,0.03,0.00,0.11,1.14,0.03,Occurrence
Alaskan_Amphibian_Database_Template1,0.00,0.00,0.00,0.06,1.02,0.00,Occurrence
AlchohoInsects4_2004,1.46,0.00,0.00,0.00,0.00,0.00,Taxon
All_20Bugs_20for_20Exam_201_20_most_20of_20them_20at_20least_,1.08,0.00,0.00,0.00,0.04,0.00,genetic
All_cat_GPS_data_by_cat__season__daynight,0.00,0.00,0.00,0.00,0.21,1.00,spMonit
Anenomes_Lancaster_2010_07_12,1.56,0.00,0.00,0.00,0.00,0.00,Taxon
Anexo_2_Lista_de_especies_de_flora,0.06,0.00,0.00,0.00,0.00,0.00,Taxon
AnimaliaChart,1.00,0.00,0.00,0.00,0.00,0.00,Taxon
animals_in_extinction,0.21,0.00,0.00,0.00,0.00,0.00,genetic
annual_nest_report,0.04,0.00,0.00,0.00,0.00,0.00,genetic
ANT_species,1.25,0.00,0.00,0.00,0.00,0.00,genetic
Antweb_reginal_species_list_example,1.45,0.02,0.00,0.00,0.00,0.00,Taxon
AoaBPhase1appendix2,1.36,0.00,0.00,0.06,0.00,0.00,Taxon
apendicesPruebas2,1.13,0.00,0.00,0.00,0.00,0.00,Taxon
Aphia_webservice_getAphiaRecordById_Office2000,0.07,0.17,0.00,0.25,0.00,0.00,genetic
Appendix_10_Bats_of_Sumatra_July09,0.35,0.11,0.00,0.00,0.00,0.01,Taxon
Aquatic_20Macroinvertebrates_20__20checklist,1.53,0.00,0.00,0.00,0.00,0.00,Taxon
Aquaticinvasivedata,0.25,0.00,0.00,0.00,0.17,1.00,genetic
arachides_avec_coquille,0.00,0.00,0.00,0.00,0.00,0.06,genetic
Archive,0.05,0.00,0.00,0.00,1.17,0.00,Occurrence
Arenafightandvenomusage,0.00,0.00,0.00,0.00,0.00,1.00,spMonit
Argentina_20Especies_20Amenazadas_20__20Extintas,1.51,0.00,0.00,0.00,0.01,0.00,genetic
Artenliste_Laubmoose_Europa,1.49,0.03,0.00,0.00,0.00,0.00,Taxon
assignment2,0.11,0.00,0.00,0.01,1.02,0.00,Occurrence
ATOL_master_taxon_table,0.17,0.00,0.00,0.00,0.00,0.00,genetic
Aurora_NA_Observed_Spp,1.42,0.00,0.00,0.00,0.00,0.00,genetic
Ausable_hatch_chart_by_artfs,0.25,0.00,0.00,0.00,0.00,1.01,Occurrence
AvailableFOTs,0.00,0.00,0.25,0.00,0.00,0.00,genetic
AvgLocalSpRichnessandDiversity,0.00,0.01,0.00,0.00,0.00,1.00,genetic
AWER04530biologicalassessmentdata2006,0.46,0.00,0.00,0.00,0.02,1.02,Occurrence
baseline_measurements,1.00,0.25,0.00,0.00,0.12,0.02,Taxon
bcs_mangroves_datasetcarbon_content,0.00,0.00,0.00,0.00,0.25,1.00,expObs
Bio_211_Holscher_lalten_09,1.25,0.00,0.00,0.00,0.00,0.00,Taxon
BioContamination_format_example,0.36,0.00,0.00,0.00,0.06,0.00,Taxon
bodyconditions,0.00,0.00,0.00,0.00,0.00,0.25,Occurrence
BodySize,0.11,0.00,0.00,0.00,0.00,1.00,expObs
bonelli,1.08,0.00,0.00,0.00,0.00,0.00,Taxon
bonito_samples_GB,0.01,1.00,0.00,0.02,0.01,0.00,genetic
BragaGoncalves_Heistermannetal_soil_contamination,0.00,0.00,0.00,0.00,0.11,1.00,spMonit
canfor_20_08_03_Data,0.00,0.00,0.00,0.00,1.00,0.25,spMonit
CBE_20Take_Home_20Exam,0.01,0.00,0.00,0.00,0.00,0.00,Taxon
Cd_data,0.11,0.00,0.00,0.00,0.01,1.00,genetic
cell_term_template,0.01,0.00,0.00,0.00,0.00,0.00,genetic
chordatasummarychart,0.25,0.00,0.00,0.00,0.00,0.06,Taxon
Cluster_Intensity_NORMALIZED,0.00,0.00,0.00,0.00,0.00,0.00,genetic
